scenario id,user,assistant - extended,assistant - short,assistant - details,assistant - risk id,assistant - risk description,assistant - vulnerability id,assistant - vulnerability description,assistant - risk occurrence type
 S158, Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force., The described scenario presents at least one security threat., Yes," Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.", M12, Accidental damage to media, V18, Improper manipulation of mass storage devices, Real
 S86,Users are allowed to leave their workstations without having to take any special precautions., The described scenario presents at least one security threat., Yes,The workstations are not properly locked in the absence of the user, M28, Network worm, V8, Inadequate logical access control, Real
 S28, The data is all contained in the same directory, The described scenario presents at least one security threat., Yes," All staff can access all data, regardless of their classification level, qualification and need to know.", M26, Unnoticed data theft, V21, Insufficient separation of logical work areas, Real
 S78, The staff are not given any specific instructions and are left to deal with their own complaints., The described scenario presents at least one security threat., Yes, Staff are not trained and are not incentivized to follow the company safety policy, M26, Unnoticed data theft, V17, Misuse of information by end users, Real
 S26, Staff is trained, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to know whether the staff is adequately trained, M14, Accidental error, V15, Ignorance of safety procedures, Potential
 S134," The keys to the reserved areas are given to those who need them, without having to verify their authorization.", The described scenario presents at least one security threat., Yes, Unauthorized personnel are allowed access to the system, M7, Logic bombs, V14, Inadequate supervision, Real
 S11," Only those who have a password can access the system. The password must meet complexity requirements, is stored in a historical database and must be changed once every 90 days. The password is shared among members of the same office", The described scenario presents at least one security threat., Yes, The system is vulnerable to unauthorized logical access, M1, Queuing access, V8, Inadequate logical access control, Real
 S84," The office windows are of the normal type, with transparent glass.", The described scenario presents at least one security threat., Yes, Office windows are not adequately protected, M15, Physical theft of media, V32, Inadequate access control to the CED area, Real
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M27, Violation of login procedures, V23,Unauthorized software applications, Potential
 S110, Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted., The described scenario presents at least one security threat., Yes, Storage media can be damaged by technicians, M14, Accidental error, V14, Inadequate supervision, Real
 S38, The computers are installed in locked offices, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is unclear whether access to the workstations is properly supervised., M28, Network worm, V14, Inadequate supervision, Potential
 S44, Is there any control over external drives connected to the system or your work computer?, The scenario is not sufficiently characterized to perform a preliminary analysis., More, The ways in which external storage media are controlled are not detailed enough, M6, Computer virus attack, V14, Inadequate supervision, Potential
 S38, The computers are installed in locked offices, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is unclear whether access to the workstations is properly supervised., M26, Unnoticed data theft, V14, Inadequate supervision, Potential
 S158, Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force., The described scenario presents at least one security threat., Yes," Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.", M5, Trojan Horse Attack, V14, Inadequate supervision, Real
 S88," The waste material is sent directly to the landfill, without any control", The described scenario presents at least one security threat., Yes, Uncontrolled abandoned material may contain recoverable classified data, M9, Searching through the garbage, V24, Abandoned waste material, Real
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M8, Lightning strike, V12, Untested emergency procedures, Potential
 S120," In case of emergency, the staff immediately abandons their positions and leaves the documents where they are to get to safety as soon as possible.", The described scenario presents at least one security threat., Yes, Emergency procedures are not correct, M8, Lightning strike, V12,Untested emergency procedures, Real
 S38, The computers are installed in locked offices, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is unclear whether access to the workstations is properly supervised., M6, Computer virus attack, V14, Inadequate supervision, Potential
 S179," Software updates concern only the antivirus, and are done online.", The described scenario presents at least one security threat., Yes, Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures., M22, Hidden access doors, V5," Exploiting operating system ""holes""", Real
 S98,Cabinets and desks remain open even after working hours and non-essential systems are left on when unattended, The described scenario presents at least one security threat., Yes, Documents can be easily stolen, M26, Unnoticed data theft, V14, Inadequate supervision, Real
 S147, All authorised personnel are periodically trained in safety and a high level of attention is paid to safety issues., The described scenario presents no known security threats., No,,,,,,
 S118, There are several locations where classified data is processed but only the main one has a security organization, The described scenario presents at least one security threat., Yes, In case of emergency there is no reference figure at the headquarters to contact, M8, Lightning strike, V12, Untested emergency procedures, Real
 S134," The keys to the reserved areas are given to those who need them, without having to verify their authorization.", The described scenario presents at least one security threat., Yes, Unauthorized personnel are allowed access to the system, M21, Masking, V14, Inadequate supervision, Real
 S22, There is no written procedure, The described scenario presents at least one security threat., Yes, Users cannot refer to certain and formally approved procedures, M26, Unnoticed data theft, V4, Failure to periodically check the procedures installed on the system, Real
 S102," Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""", The described scenario presents at least one security threat., Yes, The logical access control system is not adequate, M5, Trojan Horse Attack, V8, Inadequate logical access control, Real
 S20, There are emergency plans, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to verify the correctness of the emergency procedures, M16, Fire, V12, Untested emergency procedures, Potential
 S125, There is a fire prevention system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to understand whether the fire prevention system is adequate, M16, Fire, V26, Inadequate fire protection, Potential
 S77," The system disks on which the data is saved are configured in RAID 6 mode with an additional spare disk, in order to guarantee data availability even in the event of failure of 3 disks.", The described scenario presents no known security threats., No,,,,,,
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M22, Hidden access doors, V5," Exploiting operating system ""holes""", Real
 S106, The user can continue to use the password provided to him for the first access to the system, The described scenario presents at least one security threat., Yes, The logical access control system is not adequate, M27, Violation of login procedures, V8, Inadequate logical access control, Real
 S10, Anyone can access the system, The described scenario presents at least one security threat., Yes, The system is vulnerable to unauthorized physical access, M25, Sabotage, V33, Lack of access control to the CED area, Real
 S22, There is no written procedure, The described scenario presents at least one security threat., Yes, Users cannot refer to certain and formally approved procedures, M17, Entering false information, V16, Untrained staff, Real
 S127, Are there any procedures for installing new hardware/software?, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to understand whether the procedures are adequate, M28, Network worm, V7, Untested software applications, Potential
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M10, Covert storage channel, V3, Uncontrolled changes to the application software, Potential
 S160, Users have access to configuration/administration procedures and management tools, The described scenario presents at least one security threat., Yes, Users must not have access to configuration/administration procedures and management tools, M7, Logic bombs, V14, Inadequate supervision, Real
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M6, Computer virus attack, V7, Untested software applications, Potential
 S127, Are there any procedures for installing new hardware/software?, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to understand whether the procedures are adequate, M6, Computer virus attack, V23, Unauthorized software applications, Potential
 S110, Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted., The described scenario presents at least one security threat., Yes," The system can be (negligently, maliciously or accidentally) infected by malware by technicians", M7, Logic bombs, V7, Untested software applications, Real
 S160, Users have access to configuration/administration procedures and management tools, The described scenario presents at least one security threat., Yes, Users must not have access to configuration/administration procedures and management tools, M14, Accidental error, V14, Inadequate supervision, Real
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M7, Logic bombs, V23, Unauthorized software applications, Potential
 S18, Platform logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M5, Trojan Horse Attack, V7, Untested software applications, Potential
 S127, Are there any procedures for installing new hardware/software?, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to understand whether the procedures are adequate, M4, Asynchronous attack, V7, Untested software applications, Potential
 S6, There are no fire protection systems installed on the site, The described scenario presents at least one security threat., Yes, The system is vulnerable to fires, M16, Fire, V12, Untested emergency procedures, Real
 S78, The staff are not given any specific instructions and are left to deal with their own complaints., The described scenario presents at least one security threat., Yes, Staff are not trained and are not incentivized to follow the company safety policy, M21, Masking, V17, Misuse of information by end users, Real
 S96, There are no special procedures during the processing of sensitive data, The described scenario presents at least one security threat., Yes, The system is vulnerable to malware attacks, M28, Network worm, V16, Untrained staff, Real
 S18, Service logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M10, Covert storage channel, V3, Uncontrolled changes to the application software, Potential
 S165, The analysis of audit data will be possible only by the CIS Security Officer and his security staff., The described scenario presents no known security threats., No,,,,,,
 S96, There are no special procedures during the processing of sensitive data, The described scenario presents at least one security threat., Yes, Accidental errors are highly likely to occur, M14, Accidental error, V6, Insufficient error detection,Real
 S193," The management of the utilities is entrusted to the staff of the parent company, who makes the necessary changes remotely by connecting from another country, communicating the list of added/modified/suspended and cancelled utilities to the CIS Security Officer on a monthly basis.", The described scenario presents at least one security threat., Yes, The utilities must be managed and authorized by the CIS Security Officer, M7, Logic bombs, V9, Non-existent logical access procedures, Real
 S158, Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force., The described scenario presents at least one security threat., Yes," Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.", M27, Violation of login procedures, V2, Uncontrolled changes to the operating system, Real
 S64, Any software can be installed on the system, The described scenario presents at least one security threat., Yes, The system may run uncontrolled and unauthorized software, M11, Covert timing channel, V3, Uncontrolled changes to the application software, Real
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M12, Accidental damage to media, V16, Untrained staff, Potential
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M7, Logic bombs, V4, Failure to periodically check the procedures installed on the system, Potential
 S138," If the envelope containing the Platform Administrator password is opened, the password remains the same and is only changed when decided by the person who used it.", The described scenario presents at least one security threat., Yes, The System Administrator password management methods are not adequate, M28, Network worm, V9, Non-existent logical access procedures, Real
 S164," The CIS Application services are managed based on user access rights, identification and assignment of access rights are managed directly by the system users.", The described scenario presents at least one security threat., Yes, Only the CIS Security Officer and the System Administrator must manage the users and assign the related rights, M26, Unnoticed data theft, V21, Insufficient separation of logical work areas, Real
 S31, There is no log of changes made to the system, The described scenario presents at least one security threat., Yes, It is not possible to control the changes made to the system, M6, Computer virus attack, V23, Unauthorized software applications, Real
 S159, Users do not have access to configuration/administration procedures and management tools, The described scenario presents no known security threats., No,,,,,,
 S168,"The access and exit of employees and visitors to the CIS Service are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained", The described scenario presents at least one security threat., Yes, Log data should never be overwritten and should be retained for at least 5 years, M22, Hidden access doors, V3, Uncontrolled changes to the application software, Real
 S154,"The company headquarters is adjacent to other industrial plants, separated from them by fences, which in some places are interrupted due to landslides, and with the walls of the building surrounded by parking areas for employees' cars on all sides, with an entrance gate that is normally open and not controlled during working hours.", The described scenario presents at least one security threat., Yes, The security measures for access to the premises are not suitable, M25, Sabotage, V33, Lack of access control to the CED area, Real
 S18, Application logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M23, Unconditional access procedure, V2, Uncontrolled changes to the operating system, Potential
 S104," To access the system, users can continue to enter their password until they are granted access.", The described scenario presents at least one security threat., Yes, The logical access control system is not adequate, M6, Computer virus attack, V8, Inadequate logical access control, Real
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M17, Entering false information, V10, Incorrect input/output procedures, Potential
 S102," Users can also use passwords made up of identical characters or numbers to access the system, and it is also possible to use empty passwords or passwords of the type ""password"" or ""admin""", The described scenario presents at least one security threat., Yes, The logical access control system is not adequate, M5, Trojan Horse Attack, V9, Non-existent logical access procedures, Real
 S31, There is no log of changes made to the system, The described scenario presents at least one security threat., Yes, It is not possible to control the changes made to the system, M28, Network worm, V3,Uncontrolled changes to the application software, Real
 S168,"The access and exit of employees and visitors to the CIS Service are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained", The described scenario presents at least one security threat., Yes, Log data should never be overwritten and should be retained for at least 5 years, M21, Masking, V8, Inadequate logical access control, Real
 S158, Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force., The described scenario presents at least one security threat., Yes," Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.", M11, Covert timing channel, V7, Untested software applications, Real
 S110, Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted., The described scenario presents at least one security threat., Yes, Technicians may install unintended applications, M20, Service interruption, V23, Unauthorized software applications, Real
 S31, There is no log of changes made to the system, The described scenario presents at least one security threat., Yes, It is not possible to control the changes made to the system, M4,Asynchronous attack, V7, Untested software applications, Real
 S25,Staff is not trained, The described scenario presents at least one security threat., Yes, The staff does not have adequate training, M5, Trojan Horse Attack, V16, Untrained staff, Real
 S106, The user can continue to use the password provided to him for the first access to the system, The described scenario presents at least one security threat., Yes, The logical access control system is not adequate, M6, Computer virus attack, V9, Non-existent logical access procedures, Real
 S13,"The system is installed in the highest-ranked operating mode, and all users can access all documents, regardless of their security clearance, role and need-to-know.", The described scenario presents at least one security threat., Yes, The system is vulnerable to data theft/theft, M26, Unnoticed data theft, V7, Untested software applications, Real
 S127, Are there any procedures for installing new hardware/software?, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to understand whether the procedures are adequate, M20, Service interruption, V7, Untested software applications, Potential
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M16, Fire, V12, Untested emergency procedures, Potential
 S57,"To access the CED, you must be previously authorised. Access is via an electronically locked door that must be unlocked using your personal badge and the relevant access PIN.", The described scenario presents no known security threats., No,,,,,,
 S110, Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted., The described scenario presents at least one security threat., Yes, Technicians may install unintended applications, M25, Sabotage, V14, Inadequate supervision, Real
 S64, Any software can be installed on the system, The described scenario presents at least one security threat., Yes, The system may run uncontrolled and unauthorized software, M7, Logic bombs, V3, Uncontrolled changes to the application software, Real
 S86,Users are allowed to leave their workstations without having to take any special precautions., The described scenario presents at least one security threat., Yes,The workstations are not properly locked in the absence of the user, M6, Computer virus attack, V8, Inadequate logical access control, Real
 S110, Computers and servers are delivered to the equipment maintenance technicians for repair with the mass storage media inserted., The described scenario presents at least one security threat., Yes," The system can be (negligently, maliciously or accidentally) infected by malware by technicians", M10, Covert storage channel, V3, Uncontrolled changes to the application software, Real
 S129, There are emergency procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to understand whether the procedures are adequate, M16, Fire, V12, Untested emergency procedures, Potential
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M11, Covert timing channel, V7, Untested software applications, Potential
 S34, There is no register for access to restricted areas, The described scenario presents at least one security threat., Yes, It is not possible to verify who has accessed the restricted areas, M25, Sabotage, V32, Inadequate access control to the CED area, Real
 S32, There is a log of changes made to the system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear how changes made to the system are tracked., M27, Violation of login procedures, V2, Uncontrolled changes to the operating system, Potential
 S32, There is a log of changes made to the system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear how changes made to the system are tracked., M5, Trojan Horse Attack, V3, Uncontrolled changes to the application software, Potential
 S143," The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)", The scenario is not sufficiently characterized to perform a preliminary analysis., More, The level of detail is not sufficient to understand the adequacy of the security measures adopted, M25, Sabotage, V32, Inadequate access control to the CED area, Potential
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M5, Trojan Horse Attack, V3, Uncontrolled changes to the application software, Real
 S179," Software updates concern only the antivirus, and are done online.", The described scenario presents at least one security threat., Yes, Updates must concern all security and critical components of the system and can only be performed through specific off-line procedures., M27, Violation of login procedures, V5," Exploiting operating system ""holes""", Real
 S156," It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.", The described scenario presents at least one security threat., Yes, There is no provision for enforcing the application of safety measures by managers towards all personnel., M20, Service interruption, V14, Inadequate supervision, Real
 S35, There is a register for access to restricted areas, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the methods of recording access to restricted areas are adequate, M7, Logic bombs, V14,Inadequate supervision, Potential
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M12, Accidental damage to media, V18,Improper manipulation of mass storage devices, Potential
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M21, Masking, V15, Ignorance of safety procedures, Potential
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M11, Covert timing channel, V7, Untested software applications, Real
 S25,Staff is not trained, The described scenario presents at least one security threat., Yes, The staff does not have adequate training, M12, Accidental damage to media, V16, Untrained staff, Real
 S19, There are no emergency plans, The described scenario presents at least one security threat., Yes, The system cannot be managed properly in an emergency, M25, Sabotage, V13, Lack of emergency procedures, Real
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M17, Entering false information, V14, Inadequate supervision, Real
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M11, Covert timing channel, V3, Uncontrolled changes to the application software, Real
 S168,"The access and exit of employees and visitors to the CIS Service are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained", The described scenario presents at least one security threat., Yes, Log data should never be overwritten and should be retained for at least 5 years, M4, Asynchronous attack, V21, Insufficient separation of logical work areas, Real
 S22, There is no written procedure, The described scenario presents at least one security threat., Yes, Users cannot refer to certain and formally approved procedures, M3, Flooding, V12, Untested emergency procedures, Real
 S143," The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)", The scenario is not sufficiently characterized to perform a preliminary analysis., More, The level of detail is not sufficient to understand the adequacy of the security measures adopted, M28, Network worm, V14, Inadequate supervision, Potential
 S170,"At least once every six months, the consistency of the users registered in the CIS Application with those actually authorised and necessary is verified. During this check, only formal checks are carried out based on the registered documentation", The described scenario presents at least one security threat., Yes, Audits must be conducted on the system and not just on the documentation, M1, Queuing access, V8,Inadequate logical access control, Real
 S18, Application logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M7, Logic bombs, V3, Uncontrolled changes to the application software, Potential
 S64, Any software can be installed on the system, The described scenario presents at least one security threat., Yes, The system may run uncontrolled and unauthorized software, M6, Computer virus attack, V23, Unauthorized software applications, Real
 S119," All locations where classified data is processed have a security organization, with remote location managers reporting to the head office manager.", The described scenario presents no known security threats., No,,,,,,
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M10, Covert storage channel, V3, Uncontrolled changes to the application software, Real
 S66, There are no specific procedures for controlling the development of new software created directly by the company, The described scenario presents at least one security threat., Yes, The suitability and safety of the developed software are not evaluated, M28, Network worm, V7,Untested software applications, Real
 S9, A password is required to access the system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, Details on password features are missing, M1, Queuing access, V8, Inadequate logical access control, Potential
 S13,"The system is installed in the highest-ranked operating mode, and all users can access all documents, regardless of their security clearance, role and need-to-know.", The described scenario presents at least one security threat., Yes, The system is vulnerable to data theft/theft, M26, Unnoticed data theft, V23, Unauthorized software applications, Real
 S43,Anyone can connect any external drive to the system or their work computer, The described scenario presents at least one security threat., Yes, There is no control over external storage media, M6, Computer virus attack, V14, Inadequate supervision, Real
 S18, Application logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M4, Asynchronous attack, V7, Untested software applications, Potential
 S41, Periodic data backups are performed, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to evaluate whether the backup procedures adopted are adequate, M8, Lightning strike, V12, Untested emergency procedures, Potential
 S31, There is no log of changes made to the system, The described scenario presents at least one security threat., Yes, It is not possible to control the changes made to the system, M5, Trojan Horse Attack, V23, Unauthorized software applications, Real
 S167,"The access and exit of employees and visitors to the CIS Application are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to the system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is retained for a period of not less than two years", The described scenario presents no known security threats., No,,,,,,
 S168,"The access and exit of employees and visitors to the CIS Application are stored in special electronic registers, reporting the information required by current legislation and the Internal CIS Security Regulations. In particular, the following information is recorded: - Start-up and shutdown of the operating system; - Log-on, with or without success; - Log-off of each user from the workstation; - Creation/modification of users and user groups; - Modification of user and group privileges and permissions; - Modifications to system security settings (including audit functions); - Access to data relating to system security; - Creation, modification or deletion of audit files; - Change of system time and date; - Failed attempts to access system resources. The data is overwritten monthly and is not retained", The described scenario presents at least one security threat., Yes, Log data should never be overwritten and should be retained for at least 5 years, M28, Network worm, V9, Non-existent logical access procedures, Real
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M11, Covert timing channel, V4,Failure to periodically check the procedures installed on the system, Real
 S158, Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force., The described scenario presents at least one security threat., Yes," Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.", M26, Unnoticed data theft, V7, Untested software applications, Real
 S31, There is no log of changes made to the system, The described scenario presents at least one security threat., Yes, It is not possible to control the changes made to the system, M19, Electromagnetic interference, V19, Changing system hardware configuration, Real
 S143," The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)", The scenario is not sufficiently characterized to perform a preliminary analysis., More, The level of detail is not sufficient to understand the adequacy of the security measures adopted, M25, Sabotage, V33, Lack of access control to the CED area, Potential
 S118, There are several locations where classified data is processed but only the main one has a security organization, The described scenario presents at least one security threat., Yes, In case of emergency there is no reference figure at the headquarters to contact, M13, Destruction of the CED area, V12, Untested emergency procedures, Real
 S156," It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.", The described scenario presents at least one security threat., Yes, There is no provision for enforcing the application of safety measures by managers towards all personnel., M7,Logic bombs, V16, Untrained staff, Real
 S32, There is a log of changes made to the system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear how changes made to the system are tracked., M4, Asynchronous attack, V23, Unauthorized software applications, Potential
 S18, Platform logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M7, Logic bombs, V9, Non-existent logical access procedures, Potential
 S177," The IT system is in primary PC/secondary PC architecture and is composed of two “All in One” type computers, completed by a connection switch between the two stations and between these and a multifunction printer. All the devices are TEMPEST Class B certified", The described scenario presents no known security threats., No,,,,,,
 S32, There is a log of changes made to the system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear how changes made to the system are tracked., M27, Violation of login procedures, V23, Unauthorized software applications, Potential
 S176," In case of any malfunction of all the HW components of the Service (PC, server, switch, etc.) users contact the company in charge of maintenance directly without informing anyone else.", The described scenario presents at least one security threat., Yes,"Only the System Administrator can contact the company in charge of maintenance, informing the CIS Security Officer in advance", M25, Sabotage, V13, Lack of emergency procedures, Real
 S73," A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.", The described scenario presents no known security threats., No,,,,,,
 S18, Platform logs are recorded, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not possible to monitor the system and its use by users, M14, Accidental error, V10, Incorrect input/output procedures, Potential
 S11," Only those who have a password can access the system. The password must meet complexity requirements, is stored in a historical database and must be changed once every 90 days. The password is shared among members of the same office", The described scenario presents at least one security threat., Yes, The system is vulnerable to unauthorized logical access, M21, Masking, V8, Inadequate logical access control, Real
 S32, There is a log of changes made to the system, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear how changes made to the system are tracked., M11, Covert timing channel, V7, Untested software applications, Potential
 S150," The company headquarters is adjacent to other industrial plants, separated from them by fences and with the walls of the building surrounded by parking areas for employees' cars on all sides, with a closed entrance gate (it is opened only during office hours for the time strictly necessary for the entry/exit of vehicles and personnel on foot) and a video surveillance system.", The described scenario presents no known security threats., No,,,,,,
 S171, At least once every six months the consistency of the users registered in the CIS Service is verified, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the checks are also conducted on the system or only on the documentation, M6, Computer virus attack, V8, Inadequate logical access control, Potential
 S23, There are written procedures, The scenario is not sufficiently characterized to perform a preliminary analysis., More,It is not possible to know with sufficient certainty whether users can refer to correct procedures, M11, Covert timing channel, V4,Failure to periodically check the procedures installed on the system, Potential
 S16, No system logs are recorded, The described scenario presents at least one security threat., Yes, It is not possible to monitor the system and its use by users, M28, Network worm, V4, Failure to periodically check the procedures installed on the system, Real
 S131,Authorized technicians may be given the equipment used for processing classified data, The scenario is not sufficiently characterized to perform a preliminary analysis., More, It is not clear whether the devices are delivered to the technicians without the mass storage devices., M22, Hidden access doors, V3, Uncontrolled changes to the application software, Potential
 S193," The management of the utilities is entrusted to the staff of the parent company, who makes the necessary changes remotely by connecting from another country, communicating the list of added/modified/suspended and cancelled utilities to the CIS Security Officer on a monthly basis.", The described scenario presents at least one security threat., Yes, The utilities must be managed and authorized by the CIS Security Officer, M27, Violation of login procedures, V8, Inadequate logical access control, Real
